,Year,Zone,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
0,1880,Global,-0.18,-0.25,-0.09,-0.16,-0.1,-0.21,-0.18,-0.1,-0.14,-0.24,-0.22,-0.17
1,1880,South Hemisphere,0.01,0.04,0.07,-0.01,-0.12,-0.24,-0.16,0.07,-0.04,-0.14,0.01,0.06
2,1880,North Hemisphere,-0.37,-0.53,-0.24,-0.31,-0.07,-0.17,-0.2,-0.28,-0.24,-0.33,-0.44,-0.41
3,1881,Global,-0.19,-0.14,0.03,0.05,0.06,-0.19,0.01,-0.03,-0.15,-0.22,-0.18,-0.07
4,1881,South Hemisphere,-0.07,-0.05,0.1,0.1,0.09,-0.05,-0.07,-0.02,-0.03,0.0,0.01,0.1
5,1881,North Hemisphere,-0.32,-0.23,-0.05,-0.01,0.02,-0.34,0.07,-0.05,-0.27,-0.45,-0.38,-0.25
6,1882,Global,0.16,0.14,0.05,-0.16,-0.14,-0.22,-0.16,-0.08,-0.15,-0.23,-0.17,-0.36
7,1882,South Hemisphere,0.08,0.08,0.08,-0.01,-0.03,-0.15,-0.04,0.02,-0.04,0.04,0.0,-0.06
8,1882,North Hemisphere,0.25,0.2,0.01,-0.31,-0.24,-0.29,-0.29,-0.17,-0.26,-0.52,-0.35,-0.7
9,1883,Global,-0.29,-0.37,-0.12,-0.19,-0.18,-0.07,-0.07,-0.14,-0.22,-0.11,-0.24,-0.11
10,1883,South Hemisphere,-0.01,-0.07,-0.08,-0.06,-0.09,-0.02,-0.08,-0.05,-0.1,-0.06,-0.04,-0.05
11,1883,North Hemisphere,-0.59,-0.67,-0.16,-0.31,-0.26,-0.12,-0.06,-0.23,-0.35,-0.17,-0.45,-0.16
12,1884,Global,-0.13,-0.08,-0.36,-0.4,-0.34,-0.35,-0.33,-0.28,-0.27,-0.25,-0.33,-0.31
13,1884,South Hemisphere,-0.08,-0.05,-0.1,-0.21,-0.31,-0.29,-0.21,-0.06,-0.11,-0.06,-0.1,-0.15
14,1884,North Hemisphere,-0.18,-0.12,-0.65,-0.6,-0.37,-0.42,-0.45,-0.52,-0.45,-0.45,-0.58,-0.48
15,1885,South Hemisphere,-0.19,-0.22,-0.29,-0.35,-0.32,-0.42,-0.33,-0.22,-0.19,-0.12,-0.1,-0.09
16,1885,North Hemisphere,-1.02,-0.46,-0.24,-0.5,-0.59,-0.45,-0.34,-0.42,-0.4,-0.37,-0.39,-0.12
17,1885,Global,-0.59,-0.33,-0.26,-0.42,-0.45,-0.43,-0.34,-0.31,-0.28,-0.23,-0.24,-0.1
18,1886,North Hemisphere,-0.75,-0.84,-0.72,-0.38,-0.34,-0.38,-0.15,-0.43,-0.34,-0.32,-0.4,-0.22
19,1886,Global,-0.44,-0.51,-0.43,-0.28,-0.24,-0.35,-0.18,-0.31,-0.24,-0.28,-0.27,-0.25
20,1886,South Hemisphere,-0.14,-0.19,-0.16,-0.19,-0.15,-0.32,-0.21,-0.18,-0.14,-0.24,-0.14,-0.28
21,1887,North Hemisphere,-1.09,-0.71,-0.44,-0.39,-0.26,-0.21,-0.25,-0.55,-0.21,-0.49,-0.28,-0.44
22,1887,Global,-0.72,-0.57,-0.36,-0.35,-0.3,-0.25,-0.26,-0.35,-0.26,-0.36,-0.26,-0.33
23,1887,South Hemisphere,-0.36,-0.43,-0.27,-0.3,-0.35,-0.28,-0.26,-0.16,-0.29,-0.22,-0.24,-0.22
24,1888,North Hemisphere,-0.5,-0.62,-0.64,-0.22,-0.16,-0.03,-0.01,-0.22,-0.2,-0.04,-0.02,-0.24
25,1888,Global,-0.34,-0.36,-0.41,-0.2,-0.22,-0.17,-0.1,-0.16,-0.12,0.01,0.03,-0.04
26,1888,South Hemisphere,-0.2,-0.13,-0.21,-0.19,-0.29,-0.31,-0.2,-0.1,-0.04,0.06,0.07,0.15
27,1889,North Hemisphere,-0.29,0.28,-0.02,0.15,-0.04,-0.07,-0.09,-0.21,-0.31,-0.42,-0.62,-0.55
28,1889,South Hemisphere,0.09,0.04,0.13,0.03,0.02,-0.13,-0.06,-0.19,-0.17,-0.09,-0.05,-0.03
29,1889,Global,-0.09,0.16,0.06,0.09,-0.01,-0.1,-0.08,-0.2,-0.24,-0.25,-0.33,-0.29
30,1890,South Hemisphere,-0.2,-0.32,-0.33,-0.34,-0.43,-0.33,-0.32,-0.38,-0.38,-0.39,-0.24,-0.16
31,1890,North Hemisphere,-0.64,-0.58,-0.48,-0.25,-0.36,-0.16,-0.23,-0.39,-0.36,-0.11,-0.63,-0.47
32,1890,Global,-0.42,-0.45,-0.4,-0.3,-0.39,-0.25,-0.28,-0.39,-0.37,-0.25,-0.43,-0.31
33,1891,South Hemisphere,-0.2,-0.25,-0.2,-0.19,-0.17,-0.28,-0.22,-0.22,-0.23,-0.15,-0.1,-0.05
34,1891,North Hemisphere,-0.46,-0.69,-0.16,-0.36,-0.16,-0.12,-0.12,-0.13,-0.08,-0.28,-0.53,-0.04
35,1891,Global,-0.33,-0.47,-0.18,-0.27,-0.16,-0.2,-0.17,-0.17,-0.15,-0.22,-0.31,-0.04
36,1892,South Hemisphere,-0.08,-0.05,-0.13,-0.21,-0.23,-0.38,-0.25,-0.21,-0.12,0.0,-0.03,-0.11
37,1892,North Hemisphere,-0.5,-0.16,-0.67,-0.45,-0.24,-0.06,-0.38,-0.33,-0.21,-0.28,-0.82,-0.65
38,1892,Global,-0.29,-0.11,-0.4,-0.33,-0.23,-0.22,-0.32,-0.27,-0.17,-0.14,-0.42,-0.38
39,1893,South Hemisphere,-0.12,-0.17,-0.12,-0.24,-0.23,-0.32,-0.14,-0.16,-0.16,-0.09,-0.04,-0.06
40,1893,North Hemisphere,-1.52,-0.98,-0.32,-0.3,-0.43,-0.19,-0.14,-0.34,-0.29,-0.29,-0.34,-0.62
41,1893,Global,-0.81,-0.57,-0.22,-0.27,-0.33,-0.26,-0.14,-0.25,-0.22,-0.19,-0.19,-0.34
42,1894,North Hemisphere,-0.92,-0.43,-0.22,-0.55,-0.27,-0.41,-0.21,-0.28,-0.34,-0.28,-0.49,-0.36
43,1894,Global,-0.53,-0.31,-0.24,-0.46,-0.33,-0.41,-0.25,-0.25,-0.29,-0.24,-0.27,-0.23
44,1894,South Hemisphere,-0.15,-0.18,-0.25,-0.37,-0.38,-0.41,-0.28,-0.23,-0.25,-0.19,-0.06,-0.09
45,1895,Global,-0.42,-0.43,-0.34,-0.23,-0.28,-0.21,-0.18,-0.18,-0.13,-0.11,-0.17,-0.14
46,1895,South Hemisphere,-0.15,-0.06,-0.18,-0.26,-0.26,-0.22,-0.17,-0.09,-0.18,-0.12,-0.2,-0.05
47,1895,North Hemisphere,-0.71,-0.82,-0.51,-0.19,-0.31,-0.21,-0.19,-0.28,-0.06,-0.09,-0.13,-0.23
48,1896,Global,-0.22,-0.13,-0.26,-0.3,-0.16,-0.11,-0.02,-0.05,-0.07,0.06,-0.04,-0.04
49,1896,South Hemisphere,-0.07,-0.06,-0.03,-0.01,-0.15,-0.29,-0.04,0.01,-0.02,0.09,0.13,0.13
50,1896,North Hemisphere,-0.36,-0.19,-0.5,-0.61,-0.17,0.07,0.0,-0.11,-0.13,0.04,-0.21,-0.21
51,1897,Global,-0.15,-0.17,-0.14,-0.02,-0.01,-0.12,-0.03,-0.09,-0.09,-0.13,-0.17,-0.2
52,1897,South Hemisphere,0.1,0.08,0.12,0.01,-0.15,-0.16,-0.07,-0.11,-0.09,-0.09,-0.09,-0.12
53,1897,North Hemisphere,-0.4,-0.42,-0.4,-0.05,0.13,-0.06,0.04,-0.07,-0.07,-0.16,-0.26,-0.29
54,1898,South Hemisphere,-0.09,-0.15,-0.22,-0.33,-0.32,-0.29,-0.32,-0.35,-0.25,-0.31,-0.25,-0.19
55,1898,North Hemisphere,0.04,-0.45,-0.81,-0.29,-0.29,-0.09,-0.12,-0.18,-0.18,-0.37,-0.51,-0.27
56,1898,Global,-0.02,-0.3,-0.51,-0.31,-0.3,-0.19,-0.22,-0.27,-0.21,-0.34,-0.38,-0.23
57,1899,North Hemisphere,-0.13,-0.65,-0.6,-0.24,-0.25,-0.36,-0.18,-0.07,-0.05,0.04,0.35,-0.47
58,1899,Global,-0.16,-0.39,-0.36,-0.21,-0.24,-0.32,-0.17,-0.08,-0.05,-0.04,0.12,-0.26
59,1899,South Hemisphere,-0.19,-0.13,-0.14,-0.18,-0.22,-0.28,-0.16,-0.1,-0.04,-0.11,-0.08,-0.05
60,1900,North Hemisphere,-0.62,-0.15,0.05,-0.1,-0.04,-0.09,-0.12,-0.08,-0.03,0.23,-0.12,-0.03
61,1900,Global,-0.36,-0.06,0.0,-0.09,-0.09,-0.1,-0.13,-0.09,-0.05,0.09,-0.06,-0.07
62,1900,South Hemisphere,-0.1,0.03,-0.04,-0.07,-0.13,-0.09,-0.13,-0.08,-0.06,-0.01,0.01,-0.09
63,1901,North Hemisphere,-0.33,-0.1,0.27,0.1,-0.11,0.01,0.01,-0.16,-0.28,-0.33,-0.23,-0.41
64,1901,Global,-0.21,-0.11,0.06,-0.03,-0.15,-0.12,-0.15,-0.2,-0.22,-0.29,-0.18,-0.28
65,1901,South Hemisphere,-0.1,-0.12,-0.14,-0.15,-0.18,-0.24,-0.29,-0.24,-0.17,-0.26,-0.13,-0.15
66,1902,North Hemisphere,-0.18,0.01,-0.39,-0.39,-0.39,-0.37,-0.33,-0.29,-0.34,-0.3,-0.46,-0.6
67,1902,Global,-0.18,-0.07,-0.27,-0.28,-0.32,-0.3,-0.28,-0.3,-0.29,-0.29,-0.35,-0.41
68,1902,South Hemisphere,-0.19,-0.14,-0.16,-0.17,-0.25,-0.23,-0.22,-0.3,-0.23,-0.26,-0.25,-0.22
69,1903,Global,-0.23,-0.05,-0.22,-0.41,-0.39,-0.42,-0.35,-0.45,-0.5,-0.48,-0.42,-0.5
70,1903,South Hemisphere,-0.23,-0.22,-0.29,-0.35,-0.35,-0.39,-0.27,-0.35,-0.5,-0.47,-0.43,-0.45
71,1903,North Hemisphere,-0.22,0.11,-0.15,-0.46,-0.43,-0.45,-0.44,-0.56,-0.5,-0.5,-0.43,-0.57
72,1904,South Hemisphere,-0.5,-0.55,-0.55,-0.51,-0.59,-0.48,-0.42,-0.43,-0.47,-0.37,-0.24,-0.3
73,1904,North Hemisphere,-0.78,-0.59,-0.41,-0.5,-0.44,-0.49,-0.59,-0.54,-0.64,-0.39,-0.09,-0.34
74,1904,Global,-0.63,-0.57,-0.48,-0.5,-0.52,-0.48,-0.51,-0.49,-0.55,-0.38,-0.17,-0.32
75,1905,South Hemisphere,-0.26,-0.34,-0.19,-0.19,-0.28,-0.27,-0.29,-0.16,-0.16,-0.2,-0.19,-0.06
76,1905,North Hemisphere,-0.41,-0.82,-0.23,-0.45,-0.29,-0.28,-0.21,-0.24,-0.19,-0.27,0.08,-0.17
77,1905,Global,-0.34,-0.58,-0.21,-0.33,-0.29,-0.28,-0.26,-0.2,-0.19,-0.24,-0.06,-0.12
78,1906,South Hemisphere,0.03,-0.03,-0.15,-0.13,-0.26,-0.26,-0.17,-0.21,-0.31,-0.22,-0.34,-0.32
79,1906,North Hemisphere,-0.56,-0.54,-0.21,0.04,-0.25,-0.11,-0.27,-0.17,-0.25,-0.18,-0.4,0.02
80,1906,Global,-0.27,-0.29,-0.18,-0.04,-0.25,-0.19,-0.22,-0.19,-0.28,-0.19,-0.37,-0.14
81,1907,South Hemisphere,-0.26,-0.28,-0.23,-0.27,-0.32,-0.31,-0.28,-0.28,-0.27,-0.24,-0.34,-0.34
82,1907,Global,-0.43,-0.51,-0.27,-0.36,-0.46,-0.42,-0.34,-0.34,-0.34,-0.22,-0.46,-0.46
83,1907,North Hemisphere,-0.59,-0.73,-0.31,-0.45,-0.59,-0.51,-0.4,-0.39,-0.41,-0.2,-0.56,-0.58
84,1908,Global,-0.44,-0.32,-0.55,-0.44,-0.37,-0.38,-0.35,-0.45,-0.35,-0.43,-0.51,-0.48
85,1908,South Hemisphere,-0.33,-0.36,-0.38,-0.39,-0.45,-0.45,-0.33,-0.34,-0.4,-0.42,-0.39,-0.42
86,1908,North Hemisphere,-0.55,-0.28,-0.71,-0.48,-0.3,-0.31,-0.36,-0.57,-0.31,-0.45,-0.63,-0.56
87,1909,Global,-0.72,-0.46,-0.54,-0.58,-0.54,-0.52,-0.45,-0.33,-0.38,-0.4,-0.31,-0.56
88,1909,South Hemisphere,-0.49,-0.45,-0.4,-0.51,-0.58,-0.5,-0.44,-0.31,-0.39,-0.44,-0.51,-0.54
89,1909,North Hemisphere,-0.93,-0.46,-0.66,-0.66,-0.5,-0.52,-0.45,-0.36,-0.38,-0.36,-0.12,-0.58
90,1910,Global,-0.42,-0.41,-0.5,-0.42,-0.34,-0.38,-0.34,-0.36,-0.39,-0.41,-0.55,-0.67
91,1910,South Hemisphere,-0.48,-0.44,-0.52,-0.43,-0.37,-0.31,-0.29,-0.32,-0.33,-0.49,-0.52,-0.51
92,1910,North Hemisphere,-0.36,-0.38,-0.5,-0.42,-0.3,-0.45,-0.39,-0.41,-0.44,-0.32,-0.59,-0.82
93,1911,Global,-0.62,-0.57,-0.61,-0.53,-0.51,-0.5,-0.41,-0.44,-0.4,-0.26,-0.21,-0.21
94,1911,South Hemisphere,-0.52,-0.55,-0.56,-0.6,-0.57,-0.66,-0.45,-0.43,-0.42,-0.32,-0.2,-0.09
95,1911,North Hemisphere,-0.72,-0.6,-0.65,-0.46,-0.46,-0.35,-0.38,-0.44,-0.39,-0.2,-0.21,-0.31
96,1912,South Hemisphere,-0.13,-0.1,-0.13,-0.17,-0.27,-0.31,-0.3,-0.29,-0.33,-0.28,-0.24,-0.28
97,1912,North Hemisphere,-0.35,-0.17,-0.61,-0.17,-0.12,-0.14,-0.53,-0.78,-0.83,-0.85,-0.52,-0.57
98,1912,Global,-0.25,-0.14,-0.37,-0.17,-0.21,-0.23,-0.42,-0.54,-0.59,-0.57,-0.38,-0.43
99,1913,North Hemisphere,-0.56,-0.65,-0.48,-0.51,-0.55,-0.5,-0.52,-0.47,-0.43,-0.4,-0.15,0.1
100,1913,Global,-0.4,-0.45,-0.42,-0.39,-0.44,-0.45,-0.36,-0.33,-0.35,-0.32,-0.19,-0.02
101,1913,South Hemisphere,-0.23,-0.23,-0.37,-0.27,-0.31,-0.39,-0.19,-0.2,-0.25,-0.23,-0.22,-0.13
102,1914,North Hemisphere,0.17,-0.11,-0.36,-0.4,-0.19,-0.23,-0.35,-0.28,-0.31,-0.02,-0.23,-0.06
103,1914,Global,0.05,-0.09,-0.24,-0.29,-0.21,-0.25,-0.23,-0.16,-0.17,-0.03,-0.15,-0.03
104,1914,South Hemisphere,-0.06,-0.07,-0.1,-0.18,-0.21,-0.27,-0.11,-0.04,-0.02,-0.03,-0.05,0.0
105,1915,North Hemisphere,-0.27,-0.1,-0.24,0.06,-0.02,-0.13,-0.1,-0.16,-0.22,-0.27,-0.03,-0.27
106,1915,Global,-0.2,-0.03,-0.09,0.07,-0.06,-0.22,-0.12,-0.22,-0.2,-0.24,-0.12,-0.21
107,1915,South Hemisphere,-0.12,0.04,0.06,0.07,-0.08,-0.28,-0.12,-0.26,-0.18,-0.2,-0.21,-0.16
108,1916,North Hemisphere,-0.1,-0.17,-0.39,-0.35,-0.37,-0.51,-0.34,-0.38,-0.5,-0.36,-0.47,-1.14
109,1916,South Hemisphere,-0.14,-0.11,-0.16,-0.25,-0.32,-0.47,-0.4,-0.2,-0.23,-0.32,-0.46,-0.5
110,1916,Global,-0.12,-0.14,-0.28,-0.3,-0.34,-0.49,-0.37,-0.28,-0.36,-0.33,-0.46,-0.81
111,1917,South Hemisphere,-0.62,-0.58,-0.53,-0.45,-0.37,-0.38,-0.18,-0.06,-0.15,-0.26,-0.35,-0.28
112,1917,North Hemisphere,-0.55,-0.69,-0.76,-0.65,-0.74,-0.5,-0.33,-0.41,-0.32,-0.64,-0.33,-1.06
113,1917,Global,-0.57,-0.63,-0.63,-0.54,-0.55,-0.43,-0.25,-0.22,-0.22,-0.44,-0.33,-0.67
114,1918,South Hemisphere,-0.26,-0.23,-0.24,-0.29,-0.36,-0.28,-0.28,-0.26,-0.08,-0.05,0.03,0.0
115,1918,North Hemisphere,-0.7,-0.47,-0.26,-0.6,-0.5,-0.46,-0.35,-0.38,-0.27,-0.06,-0.23,-0.57
116,1918,Global,-0.47,-0.34,-0.24,-0.44,-0.43,-0.36,-0.31,-0.32,-0.17,-0.06,-0.11,-0.29
117,1919,South Hemisphere,0.0,-0.04,-0.02,-0.01,-0.13,-0.32,-0.25,-0.37,-0.31,-0.3,-0.33,-0.27
118,1919,North Hemisphere,-0.39,-0.42,-0.39,-0.24,-0.43,-0.4,-0.34,-0.31,-0.2,-0.1,-0.48,-0.56
119,1919,Global,-0.2,-0.24,-0.21,-0.12,-0.28,-0.36,-0.29,-0.33,-0.25,-0.2,-0.41,-0.42
120,1920,South Hemisphere,-0.32,-0.22,-0.24,-0.27,-0.32,-0.44,-0.33,-0.2,-0.08,-0.12,-0.07,-0.2
121,1920,North Hemisphere,-0.16,-0.3,-0.01,-0.21,-0.22,-0.27,-0.26,-0.32,-0.36,-0.41,-0.46,-0.72
122,1920,Global,-0.24,-0.26,-0.12,-0.24,-0.27,-0.36,-0.3,-0.26,-0.22,-0.26,-0.27,-0.46
123,1921,North Hemisphere,0.18,-0.1,-0.12,-0.18,-0.26,-0.16,-0.04,-0.3,-0.18,-0.02,-0.1,-0.14
124,1921,Global,-0.04,-0.18,-0.23,-0.3,-0.3,-0.27,-0.14,-0.26,-0.19,-0.04,-0.14,-0.18
125,1921,South Hemisphere,-0.27,-0.27,-0.35,-0.43,-0.35,-0.38,-0.25,-0.21,-0.19,-0.05,-0.16,-0.21
126,1922,Global,-0.33,-0.44,-0.15,-0.23,-0.34,-0.31,-0.27,-0.33,-0.36,-0.33,-0.15,-0.19
127,1922,South Hemisphere,-0.27,-0.25,-0.19,-0.3,-0.47,-0.45,-0.27,-0.29,-0.29,-0.33,-0.17,-0.24
128,1922,North Hemisphere,-0.38,-0.63,-0.12,-0.16,-0.2,-0.16,-0.29,-0.37,-0.44,-0.33,-0.14,-0.15
129,1923,Global,-0.28,-0.39,-0.34,-0.41,-0.34,-0.3,-0.31,-0.33,-0.31,-0.14,-0.03,-0.05
130,1923,South Hemisphere,-0.37,-0.32,-0.29,-0.28,-0.28,-0.34,-0.32,-0.38,-0.43,-0.32,-0.19,-0.16
131,1923,North Hemisphere,-0.19,-0.47,-0.39,-0.53,-0.4,-0.25,-0.29,-0.28,-0.18,0.05,0.15,0.08
132,1924,Global,-0.23,-0.24,-0.08,-0.32,-0.18,-0.26,-0.29,-0.36,-0.32,-0.35,-0.21,-0.43
133,1924,South Hemisphere,-0.15,-0.25,-0.18,-0.33,-0.3,-0.33,-0.34,-0.46,-0.41,-0.47,-0.52,-0.5
134,1924,North Hemisphere,-0.29,-0.22,0.02,-0.29,-0.06,-0.2,-0.22,-0.27,-0.23,-0.24,0.09,-0.37
135,1925,Global,-0.39,-0.4,-0.28,-0.26,-0.29,-0.33,-0.27,-0.2,-0.2,-0.17,0.05,0.06
136,1925,North Hemisphere,-0.29,-0.39,-0.24,-0.16,-0.22,-0.26,-0.26,-0.19,-0.05,-0.09,0.21,0.22
137,1925,South Hemisphere,-0.5,-0.43,-0.32,-0.35,-0.36,-0.39,-0.27,-0.2,-0.33,-0.24,-0.1,-0.08
138,1926,North Hemisphere,0.52,0.18,0.37,-0.12,-0.23,-0.2,-0.2,-0.06,-0.03,0.06,0.16,-0.3
139,1926,Global,0.2,0.02,0.11,-0.12,-0.24,-0.26,-0.28,-0.13,-0.14,-0.11,-0.07,-0.3
140,1926,South Hemisphere,-0.11,-0.12,-0.14,-0.11,-0.22,-0.29,-0.33,-0.19,-0.24,-0.27,-0.28,-0.28
141,1927,North Hemisphere,-0.29,-0.09,-0.47,-0.27,-0.13,-0.14,-0.08,-0.16,0.02,0.24,0.1,-0.37
142,1927,Global,-0.27,-0.18,-0.39,-0.3,-0.25,-0.27,-0.18,-0.24,-0.13,-0.01,-0.05,-0.33
143,1927,South Hemisphere,-0.25,-0.27,-0.29,-0.34,-0.37,-0.4,-0.29,-0.31,-0.27,-0.24,-0.19,-0.26
144,1928,North Hemisphere,0.27,0.09,-0.23,-0.31,-0.17,-0.32,-0.11,-0.19,-0.16,-0.08,0.05,-0.04
145,1928,Global,-0.02,-0.09,-0.25,-0.28,-0.3,-0.39,-0.19,-0.22,-0.22,-0.19,-0.09,-0.17
146,1928,South Hemisphere,-0.29,-0.27,-0.26,-0.23,-0.42,-0.44,-0.28,-0.26,-0.26,-0.29,-0.23,-0.29
147,1929,North Hemisphere,-0.56,-0.8,-0.19,-0.35,-0.28,-0.4,-0.36,-0.2,-0.2,-0.01,-0.02,-0.65
148,1929,Global,-0.45,-0.59,-0.32,-0.42,-0.38,-0.44,-0.37,-0.33,-0.26,-0.14,-0.11,-0.54
149,1929,South Hemisphere,-0.34,-0.37,-0.46,-0.47,-0.48,-0.47,-0.37,-0.44,-0.31,-0.26,-0.19,-0.41
150,1930,Global,-0.3,-0.27,-0.11,-0.25,-0.24,-0.22,-0.21,-0.15,-0.15,-0.12,0.18,-0.06
151,1930,South Hemisphere,-0.47,-0.34,-0.33,-0.33,-0.27,-0.32,-0.36,-0.29,-0.26,-0.23,-0.06,-0.17
152,1930,North Hemisphere,-0.12,-0.2,0.11,-0.16,-0.2,-0.12,-0.03,0.01,-0.02,0.02,0.44,0.08
153,1931,South Hemisphere,-0.18,-0.15,-0.12,-0.23,-0.22,-0.3,-0.14,-0.16,-0.29,-0.25,-0.36,-0.19
154,1931,North Hemisphere,0.0,-0.24,-0.06,-0.2,-0.14,0.15,0.07,0.09,0.16,0.35,0.25,0.1
155,1931,Global,-0.11,-0.21,-0.1,-0.23,-0.2,-0.09,-0.04,-0.04,-0.07,0.05,-0.06,-0.05
156,1932,South Hemisphere,-0.09,-0.15,-0.15,-0.21,-0.24,-0.42,-0.33,-0.35,-0.3,-0.31,-0.21,-0.3
157,1932,North Hemisphere,0.38,-0.19,-0.21,0.09,-0.1,-0.14,-0.15,-0.09,0.1,0.14,-0.33,-0.21
158,1932,Global,0.15,-0.17,-0.18,-0.06,-0.17,-0.29,-0.25,-0.22,-0.11,-0.09,-0.27,-0.26
159,1933,South Hemisphere,-0.27,-0.28,-0.27,-0.31,-0.32,-0.37,-0.29,-0.33,-0.31,-0.33,-0.37,-0.35
160,1933,North Hemisphere,-0.19,-0.31,-0.32,-0.17,-0.26,-0.32,-0.14,-0.15,-0.28,-0.18,-0.25,-0.55
161,1933,Global,-0.24,-0.3,-0.3,-0.24,-0.29,-0.35,-0.21,-0.24,-0.3,-0.25,-0.31,-0.45
162,1934,North Hemisphere,-0.15,0.32,-0.28,-0.3,0.08,-0.02,-0.04,-0.1,-0.14,0.12,0.26,0.18
163,1934,Global,-0.21,-0.03,-0.29,-0.31,-0.09,-0.15,-0.1,-0.12,-0.15,-0.07,0.03,-0.02
164,1934,South Hemisphere,-0.29,-0.39,-0.32,-0.32,-0.27,-0.27,-0.16,-0.14,-0.16,-0.25,-0.2,-0.22
165,1935,Global,-0.34,0.14,-0.14,-0.37,-0.29,-0.27,-0.22,-0.22,-0.21,-0.06,-0.26,-0.17
166,1935,South Hemisphere,-0.26,-0.29,-0.31,-0.38,-0.29,-0.38,-0.37,-0.36,-0.34,-0.21,-0.18,-0.16
167,1935,North Hemisphere,-0.4,0.56,0.03,-0.35,-0.29,-0.15,-0.05,-0.07,-0.06,0.11,-0.32,-0.17
168,1936,Global,-0.27,-0.38,-0.21,-0.2,-0.16,-0.22,-0.09,-0.13,-0.09,-0.03,0.01,-0.01
169,1936,South Hemisphere,-0.25,-0.24,-0.29,-0.33,-0.31,-0.47,-0.28,-0.28,-0.24,-0.12,-0.11,-0.17
170,1936,North Hemisphere,-0.29,-0.51,-0.13,-0.06,-0.01,0.04,0.08,0.02,0.06,0.07,0.14,0.14
171,1937,Global,-0.07,0.03,-0.2,-0.16,-0.05,-0.05,-0.03,0.01,0.09,0.09,0.09,-0.07
172,1937,South Hemisphere,-0.23,-0.18,-0.17,-0.25,-0.23,-0.24,-0.2,-0.12,-0.1,-0.16,-0.07,-0.14
173,1937,North Hemisphere,0.08,0.24,-0.23,-0.07,0.12,0.14,0.15,0.15,0.28,0.33,0.24,0.0
174,1938,Global,0.08,0.04,0.1,0.06,-0.09,-0.17,-0.09,-0.05,0.01,0.15,0.08,-0.13
175,1938,South Hemisphere,-0.19,-0.21,-0.16,-0.2,-0.22,-0.28,-0.18,-0.21,-0.16,-0.04,-0.17,-0.13
176,1938,North Hemisphere,0.35,0.28,0.34,0.31,0.03,-0.06,-0.02,0.08,0.15,0.32,0.31,-0.14
177,1939,South Hemisphere,-0.14,-0.13,-0.11,-0.12,-0.1,-0.14,-0.14,-0.18,-0.26,-0.15,-0.1,0.1
178,1939,North Hemisphere,0.03,-0.01,-0.24,-0.07,0.01,0.0,0.05,0.08,0.13,0.08,0.24,0.79
179,1939,Global,-0.05,-0.06,-0.17,-0.09,-0.04,-0.07,-0.05,-0.06,-0.07,-0.03,0.07,0.44
180,1940,North Hemisphere,-0.1,0.14,0.03,0.28,0.16,0.16,0.15,0.07,0.26,0.29,0.3,0.36
181,1940,Global,0.0,0.08,0.09,0.18,0.11,0.12,0.13,0.07,0.15,0.11,0.17,0.32
